timestamp,days_from_20160101,stimchoice1,stimchoice2,stimchosen,correctidx,correct_stim,is_choice_color,chose_correct
1453911999918,26.685184236111112,11,8,11,1,11,1,1
1453912130246,26.68669266203704,3,10,3,1,3,0,1
1453912156936,26.68700157407408,14,9,14,1,14,0,1
1453912162289,26.68706353009259,5,11,11,2,11,0,1
1453912168873,26.687139733796297,5,4,4,1,5,0,0
1453912193482,26.687424560185185,14,13,13,1,14,1,0
1453912801820,26.694465509259256,2,5,2,2,5,1,0
1453912804509,26.69449663194445,7,9,7,1,7,0,1
1453912823893,26.694720983796294,12,8,8,1,12,1,0
1453912827872,26.694767037037035,14,14,14,1,14,1,1
1453912829966,26.694791273148148,11,4,4,1,11,1,0
1453912859555,26.695133738425927,10,4,4,1,10,1,0
1453912880811,26.695379756944448,10,6,10,1,10,0,1
1453912896347,26.69555957175926,10,2,10,1,10,0,1
1453912971914,26.696434189814813,2,13,13,1,2,1,0
1453912988099,26.696621516203702,13,3,13,1,13,1,1
1453912993607,26.6966852662037,1,10,1,1,1,0,1
1453914249976,26.71122657407407,9,13,13,2,13,1,1
1453914442296,26.7134525,1,3,1,1,1,0,1
1453914444317,26.7134758912037,13,8,8,1,13,1,0
1453914581842,26.715067615740743,2,14,14,1,2,0,0
1453914633222,26.715662291666668,14,4,4,1,14,0,0
1453914636799,26.71570369212963,12,5,12,2,5,0,0
1453914696592,26.716395740740744,11,12,11,2,12,1,0
1453914717662,26.716639606481483,7,11,7,1,7,1,1
1453914801997,26.71761570601852,5,9,5,1,5,1,1
1453914877743,26.71849239583333,10,6,6,1,10,1,0
