timestamp,days_from_20160101,stimchoice1,stimchoice2,stimchoice3,stimchoice4,stimchosen,correctidx,correct_stim,is_choice_color,chose_correct
1483697161000,371.4208449074074,6,8,11,3,6,3,11,0,0
1483697166000,371.42090277777777,1,8,12,3,1,4,3,1,0
1483697170000,371.4209490740741,4,10,6,14,14,4,14,1,1
1483697222000,371.42155092592594,12,11,7,3,7,2,11,0,0
1483697262000,371.4220138888889,11,8,9,6,8,4,6,1,0
1483697272000,371.42212962962964,7,12,8,5,8,2,12,0,0
1483697347000,371.4229976851852,13,7,12,5,5,1,13,0,0
1483697407000,371.4236921296296,1,8,7,4,1,1,1,0,1
1483697477000,371.4245023148148,4,14,1,13,1,3,1,1,1
1483697590000,371.4258101851852,2,5,11,4,4,1,2,0,0
1483697826000,371.42854166666666,3,9,7,6,6,3,7,0,0
1483697909000,371.42950231481484,1,11,9,8,1,1,1,1,1
1483698196000,371.43282407407406,9,5,8,11,9,4,11,0,0
1483699149000,371.44385416666665,4,10,14,3,3,2,10,1,0
1483699155000,371.44392361111113,3,11,6,12,3,2,11,0,0
1483699235000,371.44484953703704,4,1,9,12,1,2,1,0,1
1483699287000,371.4454513888889,2,3,12,14,14,4,14,1,1
1483699307000,371.4456828703704,7,14,1,11,1,4,11,1,0
1483699320000,371.4458333333333,9,7,4,12,9,2,7,1,0
1483699326000,371.4459027777778,3,6,5,13,3,4,13,0,0
1483699330000,371.44594907407406,14,8,4,13,8,4,13,0,0
1483699353000,371.44621527777775,12,7,2,13,12,2,7,1,0
1483699364000,371.4463425925926,6,3,7,14,3,1,6,1,0
1483699403000,371.4467939814815,8,2,14,1,1,4,1,0,1
1483699419000,371.44697916666667,7,1,8,13,1,2,1,0,1
1483699426000,371.4470601851852,8,4,14,5,8,4,5,1,0
1483699487000,371.4477662037037,8,7,4,6,6,3,4,0,0
1483699564000,371.4486574074074,4,10,12,13,4,3,12,0,0
1483699581000,371.44885416666665,8,5,6,11,8,4,11,1,0
